-0.2780,0.0030,-0.0865,-0.0047,-0.0088,-0.0006,-0.0005
-0.2824,-0.0045,-0.0838,0.0123,-0.0090,0.0018,-0.0008
-0.4131,-0.0005,-0.0353,-0.0036,-0.0024,-0.0001,-0.0002
-0.4122,-0.0323,-0.0354,-0.0070,-0.0027,-0.0003,-0.0002
-0.3180,0.0030,-0.0728,0.0070,-0.0061,0.0007,-0.0003
-0.3099,0.0013,-0.0775,-0.0044,-0.0054,-0.0004,-0.0002
-0.2703,0.0052,-0.0883,-0.0133,-0.0099,-0.0017,-0.0006
-0.4136,-0.0925,-0.0366,-0.0007,-0.0014,-0.0001,-0.0001
-0.3666,-0.0052,-0.0541,-0.0039,-0.0039,-0.0003,-0.0002
-0.2757,0.0044,-0.0862,-0.0127,-0.0097,-0.0015,-0.0006
-0.2846,0.0003,-0.0819,-0.0108,-0.0099,-0.0011,-0.0007
-0.3395,0.0182,-0.0628,0.0092,-0.0062,0.0009,-0.0004
-0.3924,0.0375,-0.0446,0.0045,-0.0025,0.0002,-0.0001
-0.3828,-0.0131,-0.0481,-0.0006,-0.0031,-0.0001,-0.0002
-0.4391,-0.0622,-0.0259,-0.0015,-0.0010,-0.0001,-0.0000
-0.3996,-0.0296,-0.0418,-0.0047,-0.0022,-0.0002,-0.0001
-0.4194,0.0506,-0.0329,0.0057,-0.0022,0.0002,-0.0001
-0.4246,0.0151,-0.0318,0.0027,-0.0014,0.0001,-0.0000
-0.2838,0.0006,-0.0822,-0.0148,-0.0099,-0.0018,-0.0007
-0.4470,-0.0028,-0.0220,0.0010,-0.0012,-0.0000,-0.0000
-0.3137,-0.0012,-0.0735,-0.0040,-0.0067,-0.0003,-0.0005
-0.3196,0.0048,-0.0716,0.0092,-0.0064,0.0009,-0.0003
-0.2941,-0.0007,-0.0798,-0.0098,-0.0085,-0.0011,-0.0005
-0.3674,0.0227,-0.0530,0.0035,-0.0043,0.0003,-0.0003
