3.5384,-0.5116,6.5807,3.0000,-5.5533,-4.4263,7.6081,1.1835,1.0567,1.2931
1.8679,-0.9549,4.6485,3.0000,-4.1816,2.3830,5.1154,1.1575,0.9906,0.7988
5.1342,-0.3983,4.7319,3.0000,-5.8049,0.8733,3.6589,0.9321,1.0026,1.0669
4.4207,0.0121,4.1922,3.0000,-5.5709,1.9609,2.8134,0.9042,0.8753,1.0416
5.8236,0.9574,4.8914,3.0000,-6.6869,2.1339,3.0960,0.9406,1.0118,1.0979
4.2885,-0.8212,2.5094,3.0000,-3.3565,0.4544,1.6622,0.6689,0.5827,0.9003
5.6031,0.4176,6.8808,3.0000,-7.0458,2.4461,6.7159,1.2876,1.2436,1.0845
3.8544,-0.5677,6.4002,3.0000,-6.3674,2.3474,6.4330,1.3111,1.0148,1.1514
2.5138,-0.5167,2.3934,3.0000,-1.8277,0.4310,2.9591,0.8316,0.6885,0.5984
3.1121,0.9819,4.9618,3.0000,-6.8572,0.7469,3.0663,0.8411,1.0718,1.1412
2.9266,0.3384,7.9190,3.0000,-9.2263,0.2994,6.6116,1.0693,1.5529,1.2192
1.1799,0.4929,5.5838,3.0000,-3.9450,-3.5709,7.2226,0.9959,1.1630,1.1002
4.0695,-0.3749,7.4112,3.0000,-5.5416,-5.0888,9.2808,1.2954,1.1473,1.3129
5.3543,-0.3854,3.4095,3.0000,-3.9871,0.6035,2.8319,0.8267,0.8169,0.9055
4.4894,0.1526,3.2368,3.0000,-3.0136,0.7932,3.4599,0.8644,0.9272,0.6736
3.2446,-0.4409,6.9304,3.0000,-8.5763,0.8096,5.2845,1.0794,1.2655,1.2828
2.0807,0.3332,4.1970,3.0000,-4.4561,0.2042,3.9379,0.9309,0.9326,0.9672
4.7605,0.9550,2.8013,3.0000,-2.8874,-1.3489,2.7152,0.7131,0.7004,0.8857
3.5866,0.2341,2.0705,3.0000,-1.8088,-0.5233,2.3322,0.6278,0.7107,0.6473
5.0438,0.4887,2.9190,3.0000,-3.5281,1.1188,2.3099,0.8087,0.6310,0.8979
5.2826,0.5143,5.1694,3.0000,-3.9258,-1.1108,6.4130,1.2502,0.8108,1.0347
6.2807,-0.2480,2.6094,3.0000,-2.4139,-0.7072,2.8049,0.6949,0.7804,0.7544
7.1820,-0.6520,4.6802,3.0000,-4.8255,1.0189,4.5349,1.0855,0.8401,1.0466
5.4013,0.7537,5.6280,3.0000,-4.4136,-0.4933,6.8425,1.1107,1.2038,0.9488
3.0541,0.6737,2.5637,3.0000,-2.5610,0.0680,2.5664,0.7247,0.7737,0.7129
2.5538,-0.5272,2.3508,3.0000,-1.5126,-0.2633,3.1890,0.7648,0.7654,0.5708
6.5270,-0.6145,7.5438,3.0000,-7.2330,-2.8229,7.8546,1.2105,1.2092,1.3693
5.3995,-0.9877,6.3658,3.0000,-5.5555,0.2523,7.1760,1.1938,1.2569,1.0236
7.1412,-0.5345,3.2938,3.0000,-3.1172,1.0353,3.4705,0.8716,0.9660,0.6356
1.9150,-0.7760,4.8073,3.0000,-5.9498,0.8010,3.6647,0.9621,0.8993,1.1515
7.0721,0.8422,5.0166,3.0000,-4.1980,-2.3434,5.8352,1.0023,1.0228,1.0691
7.3270,-0.6170,4.0157,3.0000,-3.2916,0.3951,4.7398,0.9618,1.0387,0.7433
3.8585,0.7122,2.1271,3.0000,-1.8209,-0.8554,2.4334,0.6663,0.6540,0.6946
6.6040,-0.6472,7.4990,3.0000,-6.1180,-3.6650,8.8800,1.2535,1.2250,1.3046
2.4817,-0.0709,7.0833,3.0000,-4.5269,-1.6925,9.6397,1.4199,1.1470,1.0852
1.8772,-0.4554,3.6427,3.0000,-2.7567,-1.2056,4.5287,0.8936,0.9039,0.8388
3.7281,0.4920,4.3519,3.0000,-2.5291,-2.4490,6.1747,0.9212,1.0617,0.8914
5.6746,-0.7963,3.8697,3.0000,-3.2678,-2.3443,4.4717,0.9773,0.7292,0.9883
2.2729,0.5314,3.4394,3.0000,-2.6888,-1.8716,4.1901,0.8358,0.8490,0.8776
6.1711,-0.1270,6.6929,3.0000,-7.2465,0.7070,6.1392,1.0380,1.4699,1.0114
4.7837,-0.4676,3.9847,3.0000,-4.0136,0.7315,3.9558,0.9905,0.8289,0.9319
7.9290,-0.0727,5.1350,3.0000,-3.1347,-2.6741,7.1353,1.2085,0.9213,0.9797
3.2980,-0.2936,7.0755,3.0000,-6.7459,-0.1867,7.4051,1.0329,1.5508,1.0161
4.7464,0.6864,2.3747,3.0000,-1.9586,-0.3137,2.7909,0.7468,0.7112,0.6695
2.1843,-0.2281,3.9498,3.0000,-4.1800,1.4609,3.7196,0.9593,0.9605,0.8196
4.1170,0.7137,4.0444,3.0000,-4.3695,0.2424,3.7192,0.7618,1.1850,0.7682
1.2166,0.1024,3.0486,3.0000,-3.8236,1.2855,2.2735,0.7934,0.7626,0.8542
3.0141,-0.7391,3.4669,3.0000,-3.7033,0.1803,3.2305,0.8590,0.8126,0.8994
5.1858,0.4001,6.7846,3.0000,-6.5338,-5.7508,7.0353,1.0325,1.1159,1.4170
1.4584,0.1784,2.2543,3.0000,-1.2628,-1.0584,3.2457,0.7533,0.6985,0.6163
7.6050,0.1864,2.4769,3.0000,-2.0135,-0.8898,2.9404,0.7584,0.6831,0.7315
4.6520,0.9440,2.6008,3.0000,-2.3932,-0.1804,2.8084,0.7362,0.7826,0.7080
6.6116,0.8471,4.9717,3.0000,-3.6752,-0.8440,6.2681,1.1005,1.0471,0.9261
5.5281,-0.6051,3.6481,3.0000,-3.3235,0.8312,3.9726,0.9706,0.8653,0.7947
1.4228,0.4926,2.8629,3.0000,-3.4066,2.1179,2.3191,0.8449,0.8332,0.6439
5.1280,-0.4564,2.5005,3.0000,-2.6472,0.1616,2.3538,0.6553,0.8542,0.6579
2.3834,-0.5644,3.6495,3.0000,-3.4183,-0.1734,3.8806,0.9119,0.8526,0.8746
1.1197,-0.5375,3.2868,3.0000,-3.4731,2.2928,3.1006,0.9571,0.7593,0.7744
4.9989,0.0330,6.4457,3.0000,-7.0837,-2.0548,5.8077,1.1510,0.9267,1.3856
6.4609,-0.3691,4.7303,3.0000,-4.6835,-0.5704,4.7770,0.8898,1.1355,0.9645
6.3658,0.3288,7.4824,3.0000,-6.1782,-4.2961,8.7867,1.0095,1.4260,1.3080
3.5258,-0.7965,4.7512,3.0000,-4.0407,-0.7363,5.4618,0.9336,1.1528,0.9078
2.5521,-0.4290,4.7123,3.0000,-4.7531,-0.7116,4.6714,0.9429,1.0231,1.0316
2.4473,-0.5445,2.8255,3.0000,-3.3410,1.7747,2.3099,0.8308,0.6902,0.7951
7.7201,-0.8742,6.8425,3.0000,-3.6698,-2.8397,10.0151,1.2473,1.3181,1.0309
4.5626,-0.2155,7.2452,3.0000,-9.4408,3.9122,5.0496,1.2204,1.2263,1.2725
1.8202,0.0211,7.4598,3.0000,-8.4553,3.7886,6.4643,1.3486,1.1541,1.2643
7.7075,0.6539,7.3576,3.0000,-8.2215,4.3468,6.4936,1.3642,1.1884,1.1877
2.0811,0.7768,4.3463,3.0000,-5.9390,0.9747,2.7536,0.7885,1.1158,0.9488
2.0628,-0.0692,3.5365,3.0000,-5.0961,1.6228,1.9769,0.7702,0.8490,0.9682
5.0211,0.3532,4.8986,3.0000,-3.7561,-3.4079,6.0411,0.9954,0.9831,1.0776
7.0761,-0.5238,3.3937,3.0000,-4.8556,1.3939,1.9318,0.7494,0.8199,0.9626
4.4091,-0.8053,4.9991,3.0000,-6.7466,1.9841,3.2516,0.9717,0.8465,1.2336
3.3566,0.4632,5.3854,3.0000,-5.4104,3.3988,5.3603,1.2277,1.0456,0.9099
6.1166,-0.6700,3.3000,3.0000,-4.2025,2.2335,2.3974,0.8636,0.8362,0.8098
4.0956,0.2763,5.1170,3.0000,-5.1284,4.5163,5.1055,1.2510,1.0216,0.8055
2.8801,0.0607,5.3583,3.0000,-3.9542,-1.5424,6.7624,0.8776,1.3356,0.9259
1.0005,-0.1967,3.0117,3.0000,-2.7340,-0.9749,3.2894,0.8069,0.7479,0.8408
7.5314,-0.6777,4.6335,3.0000,-6.2655,2.1244,3.0016,0.9303,0.9745,1.0652
7.0967,0.8339,6.2404,3.0000,-5.1429,2.5967,7.3379,1.3648,1.1159,0.9299
5.0316,-0.1113,6.8165,3.0000,-7.3431,2.2474,6.2900,1.3152,0.9587,1.3003
5.3844,0.4652,6.0192,3.0000,-4.2036,-1.6597,7.8348,1.0528,1.3255,0.9833
5.2258,0.3517,4.8521,3.0000,-4.7370,3.6962,4.9673,1.2137,0.9087,0.8890
2.2658,-0.4257,7.6071,3.0000,-6.4715,3.9046,8.7426,1.5131,1.2454,1.0010
3.3696,-0.3051,4.6914,3.0000,-3.8760,-1.1660,5.5067,1.1103,0.8552,1.0112
4.7827,0.6300,2.3560,3.0000,-2.1055,-0.8297,2.6066,0.6850,0.7031,0.7324
6.7981,0.6924,5.8088,3.0000,-4.8086,-0.6680,6.8089,1.1305,1.1755,1.0189
2.0973,0.3900,3.2358,3.0000,-3.1620,-2.4895,3.3095,0.7470,0.7436,0.9742
6.7501,0.2945,7.6460,3.0000,-6.7863,0.6174,8.5057,1.2851,1.4307,1.0813
6.9023,-0.9659,7.4479,3.0000,-6.1958,-1.0278,8.7000,1.1731,1.4605,1.1100
2.3808,0.4722,6.1099,3.0000,-6.6881,0.4607,5.5318,1.0303,1.2982,1.0691
6.9563,-0.4838,3.7641,3.0000,-3.7955,-0.7354,3.7327,0.8973,0.8033,0.9725
7.9387,-0.8240,4.1567,3.0000,-4.4126,-0.6861,3.9008,0.8509,0.9686,0.9920
2.6433,0.2133,3.3944,3.0000,-5.1121,1.4999,1.6767,0.7104,1.0566,0.7347
5.0418,-0.0961,5.0059,3.0000,-5.2205,-1.5725,4.7914,0.9093,1.0481,1.1232
5.9145,-0.6993,6.6147,3.0000,-3.7694,-2.6091,9.4599,1.1598,1.3513,1.0197
