-0.8048,0.3689,-0.4699,0.0027,-0.0726,-0.0106,-0.0066
-0.6838,0.0855,-0.5873,0.0036,-0.1197,-0.0031,-0.0114
-0.6248,0.0776,-0.2289,-0.0055,-0.0152,-0.0009,-0.0004
-0.8180,-0.1065,-0.1591,0.0085,-0.0109,0.0009,-0.0003
-0.7190,-0.0086,-0.1685,-0.0002,-0.0085,0.0003,-0.0002
-0.7669,0.0955,-0.3550,-0.0062,-0.0427,-0.0012,-0.0023
-0.8838,-0.2684,-0.2650,0.0141,-0.0271,0.0042,-0.0016
-1.1297,0.6096,-0.3813,-0.0067,-0.0504,-0.0142,-0.0063
-0.9689,0.1512,-0.4728,-0.0181,-0.0765,-0.0002,-0.0068
-0.8305,-0.0228,-0.3094,0.0034,-0.0366,-0.0002,-0.0019
-0.9658,0.4593,-0.3388,-0.0130,-0.0403,-0.0095,-0.0038
-0.6272,0.0692,-0.1100,-0.0064,-0.0041,-0.0003,-0.0001
-0.9422,-0.0544,-0.2692,0.0058,-0.0315,0.0001,-0.0016
-0.9981,-0.1816,-0.2820,0.0069,-0.0366,0.0035,-0.0023
-0.7031,0.1525,-0.2392,-0.0105,-0.0173,-0.0018,-0.0006
-0.5800,-0.0260,-0.0985,0.0025,-0.0029,0.0001,-0.0000
-1.2120,0.2412,-0.3756,-0.0132,-0.0703,-0.0034,-0.0066
-0.7003,-0.0970,-0.2198,0.0076,-0.0142,0.0009,-0.0004
-0.5331,-0.0494,-0.0533,0.0049,-0.0014,0.0002,-0.0000
-0.5727,0.0445,-0.0469,-0.0044,-0.0014,-0.0002,-0.0000
-1.0559,-0.1509,-0.4729,0.0011,-0.1083,0.0035,-0.0118
-0.6433,-0.0838,-0.1441,0.0073,-0.0065,0.0006,-0.0001
-0.6610,0.1030,-0.5927,0.0078,-0.1273,-0.0043,-0.0127
-0.8805,0.0651,-0.1757,-0.0032,-0.0142,-0.0011,-0.0005
-0.5968,-0.0133,-0.0547,0.0014,-0.0014,0.0000,-0.0000
-1.1139,0.7251,-0.4901,0.0162,-0.0728,-0.0205,-0.0109
-0.5502,-0.0470,-0.0819,0.0045,-0.0023,0.0002,-0.0000
-1.1680,0.3115,-0.3459,0.0004,-0.0584,-0.0083,-0.0056
-0.7511,0.1270,-0.1054,-0.0107,-0.0059,-0.0009,-0.0002
-0.5438,0.0516,-0.0461,-0.0051,-0.0013,-0.0002,-0.0000
-1.1397,0.2047,-0.4143,-0.0222,-0.0674,-0.0006,-0.0061
-1.2166,0.0798,-0.3799,0.0122,-0.0778,-0.0046,-0.0077
-0.8299,0.0521,-0.4399,-0.0103,-0.0661,0.0009,-0.0049
-1.0640,0.5968,-0.3907,-0.0049,-0.0514,-0.0143,-0.0064
-0.7226,-0.0207,-0.1691,0.0026,-0.0087,-0.0001,-0.0002
-1.1354,-0.0937,-0.2842,0.0002,-0.0438,0.0026,-0.0031
-1.0636,-0.3430,-0.4452,0.0064,-0.0822,0.0075,-0.0083
-0.9903,-0.5216,-0.5228,-0.0122,-0.0941,0.0155,-0.0113
-0.9837,-0.0104,-0.1808,-0.0008,-0.0172,0.0005,-0.0007
-0.7177,-0.0128,-0.1659,0.0002,-0.0085,0.0004,-0.0002
-0.6529,0.0092,-0.0730,-0.0007,-0.0023,-0.0001,-0.0000
-0.6658,-0.1445,-0.6024,-0.0121,-0.1327,0.0061,-0.0138
-0.7610,-0.0752,-0.0713,0.0065,-0.0035,0.0005,-0.0001
-0.6771,0.0050,-0.1922,-0.0010,-0.0102,0.0001,-0.0002
