2.7305,-0.3894,3.6847,3.0000,-4.3576,-1.3479,3.0119,0.7013,0.8884,1.0319
1.4116,0.1735,7.1906,3.0000,-4.7240,-2.8311,9.6572,1.3722,1.1711,1.1503
1.6505,0.7598,4.2498,3.0000,-2.5078,-1.7000,5.9919,0.8472,1.1465,0.8206
1.9109,0.8572,2.5177,3.0000,-2.6888,1.3396,2.3466,0.7993,0.7349,0.6510
2.9101,0.7285,6.7924,3.0000,-6.9318,0.8974,6.6529,1.2216,1.2148,1.1644
3.0877,-0.4991,4.1208,3.0000,-3.5064,0.9524,4.7351,1.0018,1.0474,0.7229
4.9621,-0.1681,7.5527,3.0000,-7.0675,-1.1476,8.0378,1.2529,1.2752,1.2698
7.7938,-0.2326,2.0769,3.0000,-1.6320,-0.2089,2.5217,0.7327,0.6359,0.6172
4.7903,-0.2567,3.0235,3.0000,-2.9741,-1.8924,3.0729,0.7773,0.6748,0.9302
6.7321,-0.3095,4.9771,3.0000,-6.4474,2.8194,3.5067,1.0220,1.0199,1.0411
