-1.1008,-1.0794,-1.0586,-1.0382,-1.0184,-0.9990,-0.9801,-0.9617,-0.9438,-0.9263,-0.9092,-0.8926,-0.8764,-0.8606,-0.8452,-0.8302,-0.8156,-0.8014,-0.7875,-0.7741,-0.7609,-0.7482,-0.7358,-0.7237,-0.7119,-0.7005,-0.6894,-0.6785,-0.6680,-0.6578,-0.6479,-0.6383,-0.6290,-0.6199,-0.6111,-0.6026,-0.5944,-0.5863,-0.5786,-0.5711,-0.5638,-0.5568,-0.5500,-0.5435,-0.5371,-0.5310,-0.5251,-0.5195,-0.5140,-0.5087,-0.5037,-0.4988,-0.4942,-0.4897,-0.4855,-0.4814,-0.4775,-0.4738,-0.4703,-0.4669,-0.4637,-0.4607,-0.4579,-0.4552,-0.4527,-0.4504,-0.4482,-0.4462,-0.4443,-0.4426,-0.4411,-0.4397,-0.4384,-0.4373,-0.4364,-0.4356,-0.4349,-0.4344,-0.4340,-0.4338,-0.4337,-0.4337,-0.4339,-0.4342,-0.4346,-0.4352,-0.4359,-0.4368,-0.4377,-0.4388,-0.4401,-0.4414,-0.4429,-0.4445,-0.4463,-0.4481,-0.4501,-0.4523,-0.4545,-0.4569,-0.4594,-0.4620,-0.4648,-0.4677,-0.4707,-0.4738,-0.4770,-0.4804,-0.4839,-0.4876,-0.4913,-0.4952,-0.4992,-0.5033,-0.5076,-0.5120,-0.5165,-0.5212,-0.5259,-0.5308,-0.5359,-0.5410,-0.5463,-0.5518,-0.5573,-0.5630,-0.5689,-0.5748,-0.5809,-0.5872,-0.5936,-0.6001,-0.6067,-0.6135,-0.6205,-0.6276,-0.6348,-0.6422,-0.6497,-0.6574,-0.6653,-0.6733,-0.6814,-0.6897,-0.6982,-0.7068,-0.7156,-0.7245,-0.7336,-0.7429,-0.7523,-0.7619,-0.7717,-0.7817,-0.7918,-0.8021,-0.8126,-0.8233,-0.8342,-0.8452,-0.8565,-0.8679,-0.8795,-0.8914,-0.9034,-0.9156,-0.9280,-0.9407,-0.9536,-0.9666,-0.9799,-0.9934,-1.0071,-1.0211,-1.0353,-1.0497,-1.0644,-1.0793,-1.0944,-1.1098,-1.1254,-1.1413,-1.1574,-1.1738,-1.1905,-1.2075,-1.2247,-1.2421,-1.2599,-1.2780,-1.2963,-1.3149,-1.3339,-1.3531,-1.3726,-1.3925,-1.4126,-1.4331,-1.4539,-1.4751,-1.4966
-0.9174,-0.9093,-0.9014,-0.8935,-0.8859,-0.8783,-0.8709,-0.8636,-0.8564,-0.8494,-0.8425,-0.8357,-0.8290,-0.8224,-0.8160,-0.8096,-0.8034,-0.7973,-0.7913,-0.7854,-0.7796,-0.7740,-0.7684,-0.7629,-0.7576,-0.7523,-0.7472,-0.7421,-0.7371,-0.7322,-0.7275,-0.7228,-0.7182,-0.7137,-0.7093,-0.7050,-0.7007,-0.6966,-0.6926,-0.6886,-0.6847,-0.6809,-0.6772,-0.6736,-0.6700,-0.6665,-0.6631,-0.6598,-0.6566,-0.6534,-0.6504,-0.6474,-0.6444,-0.6416,-0.6388,-0.6361,-0.6335,-0.6309,-0.6284,-0.6260,-0.6237,-0.6214,-0.6192,-0.6170,-0.6150,-0.6130,-0.6111,-0.6092,-0.6074,-0.6057,-0.6040,-0.6024,-0.6009,-0.5994,-0.5980,-0.5967,-0.5954,-0.5942,-0.5931,-0.5920,-0.5910,-0.5900,-0.5891,-0.5883,-0.5875,-0.5868,-0.5862,-0.5856,-0.5851,-0.5846,-0.5842,-0.5839,-0.5836,-0.5834,-0.5833,-0.5832,-0.5831,-0.5832,-0.5833,-0.5834,-0.5836,-0.5839,-0.5842,-0.5846,-0.5851,-0.5856,-0.5862,-0.5868,-0.5875,-0.5883,-0.5891,-0.5900,-0.5909,-0.5920,-0.5930,-0.5942,-0.5954,-0.5966,-0.5979,-0.5993,-0.6008,-0.6023,-0.6038,-0.6055,-0.6072,-0.6089,-0.6107,-0.6126,-0.6146,-0.6166,-0.6187,-0.6208,-0.6231,-0.6253,-0.6277,-0.6301,-0.6326,-0.6351,-0.6378,-0.6405,-0.6432,-0.6460,-0.6489,-0.6519,-0.6550,-0.6581,-0.6612,-0.6645,-0.6678,-0.6712,-0.6747,-0.6782,-0.6819,-0.6856,-0.6893,-0.6932,-0.6971,-0.7011,-0.7052,-0.7094,-0.7136,-0.7180,-0.7224,-0.7268,-0.7314,-0.7361,-0.7408,-0.7456,-0.7505,-0.7555,-0.7606,-0.7658,-0.7710,-0.7764,-0.7818,-0.7873,-0.7929,-0.7986,-0.8044,-0.8103,-0.8163,-0.8224,-0.8286,-0.8349,-0.8413,-0.8477,-0.8543,-0.8610,-0.8678,-0.8747,-0.8817,-0.8888,-0.8960,-0.9033,-0.9107,-0.9182,-0.9259,-0.9336,-0.9415,-0.9495,-0.9576
-0.7688,-0.7635,-0.7582,-0.7530,-0.7479,-0.7428,-0.7378,-0.7328,-0.7279,-0.7230,-0.7182,-0.7135,-0.7088,-0.7041,-0.6995,-0.6950,-0.6905,-0.6860,-0.6816,-0.6773,-0.6730,-0.6687,-0.6645,-0.6604,-0.6563,-0.6522,-0.6482,-0.6443,-0.6404,-0.6365,-0.6327,-0.6290,-0.6253,-0.6216,-0.6180,-0.6144,-0.6109,-0.6074,-0.6040,-0.6006,-0.5973,-0.5940,-0.5907,-0.5875,-0.5844,-0.5813,-0.5782,-0.5752,-0.5722,-0.5693,-0.5664,-0.5635,-0.5607,-0.5580,-0.5553,-0.5526,-0.5500,-0.5474,-0.5449,-0.5424,-0.5399,-0.5375,-0.5352,-0.5329,-0.5306,-0.5284,-0.5262,-0.5240,-0.5219,-0.5199,-0.5178,-0.5159,-0.5139,-0.5121,-0.5102,-0.5084,-0.5067,-0.5049,-0.5033,-0.5016,-0.5000,-0.4985,-0.4970,-0.4955,-0.4941,-0.4928,-0.4914,-0.4901,-0.4889,-0.4877,-0.4865,-0.4854,-0.4844,-0.4833,-0.4823,-0.4814,-0.4805,-0.4796,-0.4788,-0.4781,-0.4773,-0.4767,-0.4760,-0.4754,-0.4749,-0.4744,-0.4739,-0.4735,-0.4732,-0.4728,-0.4726,-0.4723,-0.4721,-0.4720,-0.4719,-0.4719,-0.4719,-0.4719,-0.4720,-0.4721,-0.4723,-0.4726,-0.4728,-0.4732,-0.4736,-0.4740,-0.4745,-0.4750,-0.4755,-0.4762,-0.4768,-0.4776,-0.4783,-0.4792,-0.4800,-0.4810,-0.4819,-0.4830,-0.4840,-0.4852,-0.4864,-0.4876,-0.4889,-0.4902,-0.4916,-0.4931,-0.4946,-0.4962,-0.4978,-0.4994,-0.5012,-0.5030,-0.5048,-0.5067,-0.5087,-0.5107,-0.5128,-0.5149,-0.5171,-0.5194,-0.5217,-0.5241,-0.5265,-0.5291,-0.5316,-0.5343,-0.5370,-0.5397,-0.5426,-0.5455,-0.5484,-0.5515,-0.5546,-0.5577,-0.5610,-0.5643,-0.5676,-0.5711,-0.5746,-0.5782,-0.5819,-0.5856,-0.5894,-0.5933,-0.5973,-0.6013,-0.6054,-0.6096,-0.6139,-0.6182,-0.6227,-0.6272,-0.6318,-0.6365,-0.6412,-0.6461,-0.6510,-0.6560,-0.6611,-0.6663,-0.6716
-1.3634,-1.3477,-1.3322,-1.3169,-1.3019,-1.2871,-1.2725,-1.2581,-1.2440,-1.2300,-1.2163,-1.2028,-1.1895,-1.1764,-1.1635,-1.1508,-1.1383,-1.1260,-1.1139,-1.1019,-1.0901,-1.0786,-1.0672,-1.0559,-1.0449,-1.0340,-1.0233,-1.0127,-1.0023,-0.9921,-0.9820,-0.9721,-0.9624,-0.9528,-0.9433,-0.9340,-0.9249,-0.9158,-0.9070,-0.8982,-0.8897,-0.8812,-0.8729,-0.8647,-0.8567,-0.8488,-0.8410,-0.8334,-0.8258,-0.8184,-0.8112,-0.8040,-0.7970,-0.7901,-0.7833,-0.7767,-0.7701,-0.7637,-0.7574,-0.7512,-0.7451,-0.7391,-0.7333,-0.7275,-0.7219,-0.7163,-0.7109,-0.7056,-0.7004,-0.6953,-0.6903,-0.6854,-0.6806,-0.6759,-0.6714,-0.6669,-0.6625,-0.6582,-0.6541,-0.6500,-0.6460,-0.6421,-0.6384,-0.6347,-0.6311,-0.6276,-0.6242,-0.6210,-0.6178,-0.6147,-0.6117,-0.6088,-0.6060,-0.6033,-0.6007,-0.5982,-0.5958,-0.5935,-0.5913,-0.5892,-0.5872,-0.5853,-0.5835,-0.5818,-0.5802,-0.5787,-0.5772,-0.5759,-0.5747,-0.5736,-0.5726,-0.5717,-0.5709,-0.5702,-0.5696,-0.5691,-0.5687,-0.5684,-0.5683,-0.5682,-0.5683,-0.5684,-0.5687,-0.5691,-0.5695,-0.5702,-0.5709,-0.5717,-0.5727,-0.5737,-0.5749,-0.5762,-0.5776,-0.5792,-0.5809,-0.5827,-0.5846,-0.5867,-0.5888,-0.5912,-0.5936,-0.5962,-0.5989,-0.6018,-0.6048,-0.6079,-0.6112,-0.6147,-0.6182,-0.6220,-0.6259,-0.6299,-0.6341,-0.6384,-0.6430,-0.6476,-0.6525,-0.6575,-0.6627,-0.6681,-0.6736,-0.6793,-0.6852,-0.6913,-0.6976,-0.7040,-0.7107,-0.7175,-0.7246,-0.7318,-0.7393,-0.7470,-0.7549,-0.7630,-0.7713,-0.7798,-0.7886,-0.7976,-0.8069,-0.8164,-0.8261,-0.8361,-0.8464,-0.8569,-0.8676,-0.8787,-0.8900,-0.9015,-0.9134,-0.9256,-0.9380,-0.9507,-0.9638,-0.9771,-0.9908,-1.0048,-1.0191,-1.0338,-1.0488,-1.0641,-1.0798
-2.0624,-2.0141,-1.9671,-1.9211,-1.8763,-1.8325,-1.7897,-1.7480,-1.7073,-1.6675,-1.6287,-1.5907,-1.5537,-1.5176,-1.4823,-1.4479,-1.4143,-1.3815,-1.3495,-1.3182,-1.2877,-1.2579,-1.2288,-1.2005,-1.1728,-1.1457,-1.1193,-1.0936,-1.0684,-1.0439,-1.0200,-0.9966,-0.9738,-0.9515,-0.9298,-0.9086,-0.8879,-0.8678,-0.8481,-0.8289,-0.8101,-0.7918,-0.7740,-0.7566,-0.7397,-0.7231,-0.7070,-0.6912,-0.6759,-0.6609,-0.6463,-0.6321,-0.6183,-0.6047,-0.5916,-0.5788,-0.5663,-0.5541,-0.5422,-0.5307,-0.5194,-0.5085,-0.4978,-0.4875,-0.4774,-0.4675,-0.4580,-0.4487,-0.4397,-0.4309,-0.4224,-0.4141,-0.4061,-0.3983,-0.3908,-0.3834,-0.3763,-0.3694,-0.3628,-0.3563,-0.3501,-0.3441,-0.3383,-0.3326,-0.3272,-0.3220,-0.3170,-0.3122,-0.3075,-0.3031,-0.2988,-0.2948,-0.2909,-0.2872,-0.2837,-0.2803,-0.2772,-0.2742,-0.2714,-0.2687,-0.2663,-0.2640,-0.2619,-0.2600,-0.2583,-0.2567,-0.2553,-0.2541,-0.2530,-0.2521,-0.2515,-0.2509,-0.2506,-0.2505,-0.2505,-0.2507,-0.2511,-0.2517,-0.2524,-0.2534,-0.2545,-0.2559,-0.2574,-0.2592,-0.2611,-0.2633,-0.2656,-0.2682,-0.2710,-0.2740,-0.2772,-0.2807,-0.2843,-0.2883,-0.2924,-0.2968,-0.3015,-0.3064,-0.3116,-0.3170,-0.3227,-0.3287,-0.3350,-0.3415,-0.3484,-0.3556,-0.3631,-0.3709,-0.3790,-0.3875,-0.3963,-0.4055,-0.4150,-0.4250,-0.4353,-0.4460,-0.4571,-0.4686,-0.4806,-0.4930,-0.5059,-0.5192,-0.5330,-0.5473,-0.5621,-0.5774,-0.5933,-0.6097,-0.6267,-0.6443,-0.6625,-0.6813,-0.7008,-0.7209,-0.7417,-0.7632,-0.7854,-0.8084,-0.8321,-0.8566,-0.8820,-0.9081,-0.9352,-0.9631,-0.9919,-1.0217,-1.0525,-1.0843,-1.1171,-1.1509,-1.1859,-1.2220,-1.2593,-1.2977,-1.3374,-1.3784,-1.4208,-1.4644,-1.5095,-1.5561,-1.6041
-1.6339,-1.6077,-1.5821,-1.5572,-1.5330,-1.5093,-1.4862,-1.4637,-1.4417,-1.4203,-1.3994,-1.3790,-1.3591,-1.3397,-1.3207,-1.3023,-1.2842,-1.2667,-1.2495,-1.2327,-1.2164,-1.2004,-1.1849,-1.1697,-1.1548,-1.1403,-1.1262,-1.1124,-1.0989,-1.0858,-1.0729,-1.0604,-1.0482,-1.0362,-1.0246,-1.0132,-1.0021,-0.9912,-0.9806,-0.9703,-0.9602,-0.9503,-0.9407,-0.9313,-0.9222,-0.9132,-0.9045,-0.8960,-0.8877,-0.8796,-0.8717,-0.8640,-0.8564,-0.8491,-0.8420,-0.8350,-0.8282,-0.8216,-0.8151,-0.8089,-0.8027,-0.7968,-0.7910,-0.7854,-0.7799,-0.7746,-0.7694,-0.7644,-0.7595,-0.7548,-0.7502,-0.7457,-0.7414,-0.7372,-0.7332,-0.7293,-0.7255,-0.7219,-0.7184,-0.7150,-0.7118,-0.7087,-0.7057,-0.7029,-0.7001,-0.6975,-0.6951,-0.6927,-0.6905,-0.6884,-0.6864,-0.6845,-0.6828,-0.6812,-0.6797,-0.6783,-0.6771,-0.6760,-0.6750,-0.6741,-0.6734,-0.6728,-0.6723,-0.6719,-0.6717,-0.6716,-0.6716,-0.6717,-0.6720,-0.6724,-0.6729,-0.6736,-0.6744,-0.6753,-0.6764,-0.6776,-0.6790,-0.6805,-0.6821,-0.6839,-0.6858,-0.6878,-0.6900,-0.6924,-0.6949,-0.6976,-0.7004,-0.7034,-0.7065,-0.7098,-0.7133,-0.7169,-0.7207,-0.7247,-0.7288,-0.7331,-0.7376,-0.7423,-0.7472,-0.7522,-0.7574,-0.7629,-0.7685,-0.7743,-0.7804,-0.7866,-0.7930,-0.7997,-0.8066,-0.8137,-0.8210,-0.8286,-0.8364,-0.8444,-0.8526,-0.8612,-0.8699,-0.8789,-0.8882,-0.8978,-0.9076,-0.9176,-0.9280,-0.9387,-0.9496,-0.9608,-0.9724,-0.9842,-0.9964,-1.0089,-1.0217,-1.0348,-1.0483,-1.0621,-1.0762,-1.0908,-1.1057,-1.1209,-1.1366,-1.1526,-1.1690,-1.1858,-1.2031,-1.2207,-1.2388,-1.2573,-1.2763,-1.2957,-1.3156,-1.3360,-1.3568,-1.3781,-1.4000,-1.4223,-1.4452,-1.4686,-1.4925,-1.5170,-1.5421,-1.5677,-1.5939
-1.1887,-1.1697,-1.1512,-1.1330,-1.1151,-1.0976,-1.0804,-1.0635,-1.0470,-1.0308,-1.0149,-0.9994,-0.9841,-0.9692,-0.9545,-0.9401,-0.9261,-0.9123,-0.8987,-0.8855,-0.8725,-0.8598,-0.8474,-0.8352,-0.8233,-0.8116,-0.8001,-0.7889,-0.7780,-0.7673,-0.7568,-0.7465,-0.7365,-0.7266,-0.7170,-0.7077,-0.6985,-0.6895,-0.6808,-0.6722,-0.6638,-0.6557,-0.6477,-0.6399,-0.6324,-0.6250,-0.6178,-0.6107,-0.6039,-0.5972,-0.5907,-0.5844,-0.5782,-0.5722,-0.5664,-0.5607,-0.5552,-0.5499,-0.5447,-0.5397,-0.5348,-0.5301,-0.5255,-0.5211,-0.5168,-0.5127,-0.5087,-0.5049,-0.5012,-0.4977,-0.4942,-0.4910,-0.4878,-0.4848,-0.4820,-0.4792,-0.4766,-0.4742,-0.4718,-0.4696,-0.4675,-0.4656,-0.4638,-0.4621,-0.4605,-0.4591,-0.4577,-0.4565,-0.4555,-0.4545,-0.4537,-0.4530,-0.4524,-0.4519,-0.4516,-0.4513,-0.4512,-0.4512,-0.4514,-0.4516,-0.4520,-0.4525,-0.4531,-0.4538,-0.4547,-0.4556,-0.4567,-0.4579,-0.4592,-0.4607,-0.4622,-0.4639,-0.4657,-0.4676,-0.4697,-0.4718,-0.4741,-0.4765,-0.4790,-0.4817,-0.4845,-0.4874,-0.4904,-0.4936,-0.4968,-0.5002,-0.5038,-0.5074,-0.5112,-0.5152,-0.5192,-0.5234,-0.5277,-0.5322,-0.5368,-0.5415,-0.5464,-0.5514,-0.5566,-0.5619,-0.5673,-0.5729,-0.5786,-0.5845,-0.5906,-0.5967,-0.6031,-0.6096,-0.6162,-0.6231,-0.6300,-0.6372,-0.6445,-0.6520,-0.6596,-0.6674,-0.6754,-0.6836,-0.6919,-0.7005,-0.7092,-0.7181,-0.7272,-0.7365,-0.7459,-0.7556,-0.7655,-0.7756,-0.7858,-0.7963,-0.8070,-0.8180,-0.8291,-0.8405,-0.8520,-0.8639,-0.8759,-0.8882,-0.9007,-0.9135,-0.9265,-0.9398,-0.9533,-0.9671,-0.9811,-0.9955,-1.0101,-1.0249,-1.0401,-1.0555,-1.0712,-1.0873,-1.1036,-1.1202,-1.1372,-1.1545,-1.1721,-1.1900,-1.2082,-1.2268,-1.2458
-2.6223,-2.5723,-2.5235,-2.4756,-2.4288,-2.3830,-2.3382,-2.2943,-2.2513,-2.2093,-2.1681,-2.1278,-2.0883,-2.0497,-2.0119,-1.9749,-1.9386,-1.9031,-1.8683,-1.8342,-1.8009,-1.7682,-1.7362,-1.7049,-1.6742,-1.6441,-1.6147,-1.5858,-1.5575,-1.5299,-1.5027,-1.4761,-1.4501,-1.4246,-1.3996,-1.3751,-1.3510,-1.3275,-1.3045,-1.2819,-1.2597,-1.2380,-1.2167,-1.1959,-1.1754,-1.1554,-1.1357,-1.1165,-1.0976,-1.0791,-1.0610,-1.0432,-1.0258,-1.0087,-0.9920,-0.9756,-0.9595,-0.9437,-0.9282,-0.9131,-0.8982,-0.8836,-0.8693,-0.8553,-0.8416,-0.8282,-0.8150,-0.8021,-0.7894,-0.7770,-0.7648,-0.7529,-0.7412,-0.7298,-0.7186,-0.7076,-0.6968,-0.6863,-0.6760,-0.6659,-0.6560,-0.6463,-0.6368,-0.6276,-0.6185,-0.6096,-0.6009,-0.5924,-0.5841,-0.5760,-0.5681,-0.5604,-0.5528,-0.5454,-0.5382,-0.5312,-0.5244,-0.5177,-0.5112,-0.5049,-0.4988,-0.4928,-0.4870,-0.4813,-0.4759,-0.4706,-0.4655,-0.4605,-0.4557,-0.4511,-0.4467,-0.4424,-0.4383,-0.4344,-0.4306,-0.4270,-0.4236,-0.4204,-0.4173,-0.4145,-0.4118,-0.4093,-0.4069,-0.4048,-0.4029,-0.4011,-0.3995,-0.3982,-0.3970,-0.3961,-0.3953,-0.3948,-0.3945,-0.3944,-0.3946,-0.3949,-0.3956,-0.3964,-0.3975,-0.3989,-0.4005,-0.4023,-0.4045,-0.4069,-0.4096,-0.4126,-0.4160,-0.4196,-0.4235,-0.4278,-0.4324,-0.4374,-0.4427,-0.4484,-0.4545,-0.4610,-0.4679,-0.4752,-0.4829,-0.4911,-0.4998,-0.5089,-0.5185,-0.5286,-0.5393,-0.5505,-0.5623,-0.5746,-0.5876,-0.6012,-0.6154,-0.6303,-0.6459,-0.6622,-0.6792,-0.6971,-0.7157,-0.7351,-0.7554,-0.7766,-0.7987,-0.8217,-0.8458,-0.8708,-0.8970,-0.9242,-0.9525,-0.9821,-1.0128,-1.0448,-1.0782,-1.1129,-1.1490,-1.1866,-1.2257,-1.2664,-1.3087,-1.3528,-1.3985,-1.4462,-1.4957
-2.2380,-2.1968,-2.1566,-2.1175,-2.0794,-2.0423,-2.0061,-1.9708,-1.9365,-1.9030,-1.8704,-1.8386,-1.8076,-1.7774,-1.7480,-1.7193,-1.6914,-1.6641,-1.6375,-1.6116,-1.5863,-1.5617,-1.5377,-1.5142,-1.4914,-1.4691,-1.4473,-1.4261,-1.4054,-1.3853,-1.3656,-1.3464,-1.3276,-1.3093,-1.2915,-1.2740,-1.2570,-1.2404,-1.2242,-1.2084,-1.1930,-1.1779,-1.1632,-1.1488,-1.1348,-1.1210,-1.1077,-1.0946,-1.0818,-1.0694,-1.0572,-1.0453,-1.0337,-1.0223,-1.0112,-1.0004,-0.9898,-0.9795,-0.9694,-0.9595,-0.9499,-0.9404,-0.9312,-0.9223,-0.9135,-0.9049,-0.8965,-0.8883,-0.8803,-0.8725,-0.8649,-0.8574,-0.8502,-0.8431,-0.8361,-0.8294,-0.8227,-0.8163,-0.8100,-0.8039,-0.7979,-0.7921,-0.7864,-0.7808,-0.7754,-0.7702,-0.7651,-0.7601,-0.7552,-0.7505,-0.7459,-0.7415,-0.7372,-0.7330,-0.7290,-0.7250,-0.7212,-0.7176,-0.7140,-0.7106,-0.7073,-0.7042,-0.7012,-0.6982,-0.6955,-0.6928,-0.6903,-0.6879,-0.6856,-0.6835,-0.6815,-0.6796,-0.6778,-0.6762,-0.6748,-0.6734,-0.6722,-0.6712,-0.6702,-0.6695,-0.6688,-0.6683,-0.6680,-0.6678,-0.6678,-0.6679,-0.6682,-0.6687,-0.6693,-0.6701,-0.6711,-0.6722,-0.6736,-0.6751,-0.6768,-0.6787,-0.6808,-0.6832,-0.6857,-0.6884,-0.6914,-0.6946,-0.6980,-0.7017,-0.7056,-0.7098,-0.7142,-0.7189,-0.7239,-0.7291,-0.7347,-0.7405,-0.7467,-0.7532,-0.7600,-0.7671,-0.7746,-0.7825,-0.7907,-0.7993,-0.8083,-0.8177,-0.8275,-0.8377,-0.8484,-0.8595,-0.8711,-0.8832,-0.8959,-0.9090,-0.9226,-0.9368,-0.9516,-0.9670,-0.9829,-0.9995,-1.0168,-1.0347,-1.0533,-1.0726,-1.0926,-1.1135,-1.1350,-1.1574,-1.1807,-1.2048,-1.2298,-1.2557,-1.2825,-1.3104,-1.3392,-1.3692,-1.4002,-1.4323,-1.4655,-1.5000,-1.5357,-1.5727,-1.6110,-1.6506,-1.6917
-0.6611,-0.6552,-0.6495,-0.6439,-0.6385,-0.6331,-0.6279,-0.6227,-0.6177,-0.6128,-0.6080,-0.6033,-0.5988,-0.5943,-0.5899,-0.5856,-0.5815,-0.5774,-0.5734,-0.5696,-0.5658,-0.5621,-0.5585,-0.5550,-0.5516,-0.5483,-0.5450,-0.5419,-0.5388,-0.5359,-0.5330,-0.5302,-0.5275,-0.5248,-0.5223,-0.5198,-0.5174,-0.5151,-0.5128,-0.5107,-0.5086,-0.5066,-0.5046,-0.5028,-0.5010,-0.4992,-0.4976,-0.4960,-0.4945,-0.4930,-0.4917,-0.4903,-0.4891,-0.4879,-0.4868,-0.4857,-0.4848,-0.4838,-0.4830,-0.4822,-0.4814,-0.4807,-0.4801,-0.4796,-0.4791,-0.4786,-0.4782,-0.4779,-0.4776,-0.4774,-0.4773,-0.4772,-0.4771,-0.4771,-0.4772,-0.4773,-0.4775,-0.4777,-0.4780,-0.4783,-0.4787,-0.4791,-0.4796,-0.4801,-0.4807,-0.4813,-0.4820,-0.4827,-0.4835,-0.4844,-0.4852,-0.4862,-0.4871,-0.4882,-0.4892,-0.4903,-0.4915,-0.4927,-0.4940,-0.4953,-0.4966,-0.4980,-0.4995,-0.5009,-0.5025,-0.5041,-0.5057,-0.5073,-0.5091,-0.5108,-0.5126,-0.5145,-0.5163,-0.5183,-0.5203,-0.5223,-0.5243,-0.5264,-0.5286,-0.5308,-0.5330,-0.5353,-0.5376,-0.5400,-0.5424,-0.5449,-0.5474,-0.5499,-0.5525,-0.5551,-0.5578,-0.5605,-0.5632,-0.5660,-0.5689,-0.5717,-0.5747,-0.5776,-0.5806,-0.5837,-0.5868,-0.5899,-0.5931,-0.5963,-0.5996,-0.6029,-0.6062,-0.6096,-0.6130,-0.6165,-0.6200,-0.6236,-0.6272,-0.6309,-0.6346,-0.6383,-0.6421,-0.6459,-0.6498,-0.6537,-0.6576,-0.6616,-0.6657,-0.6698,-0.6739,-0.6781,-0.6823,-0.6866,-0.6909,-0.6953,-0.6997,-0.7041,-0.7086,-0.7132,-0.7178,-0.7224,-0.7271,-0.7318,-0.7366,-0.7414,-0.7463,-0.7512,-0.7562,-0.7612,-0.7662,-0.7713,-0.7765,-0.7817,-0.7870,-0.7923,-0.7976,-0.8030,-0.8085,-0.8140,-0.8195,-0.8252,-0.8308,-0.8365,-0.8423,-0.8481,-0.8540
