-0.7744,0.0058,-0.1655,0.0009,-0.0091,-0.0004,-0.0003
-0.9591,-0.5274,-0.4779,-0.0070,-0.0757,0.0150,-0.0086
-0.8893,-0.2803,-0.1854,0.0188,-0.0152,0.0034,-0.0009
-0.5922,0.0369,-0.0899,-0.0036,-0.0027,-0.0001,-0.0000
-1.1102,0.1586,-0.3709,-0.0095,-0.0669,-0.0021,-0.0057
-0.8885,0.0206,-0.1723,-0.0038,-0.0121,0.0004,-0.0004
-1.1564,-0.2530,-0.4249,0.0078,-0.0875,0.0048,-0.0091
-0.5514,-0.0271,-0.0475,0.0027,-0.0011,0.0001,-0.0000
-0.6177,-0.0316,-0.1458,0.0029,-0.0061,0.0002,-0.0001
-0.7800,0.2907,-0.3134,-0.0126,-0.0320,-0.0053,-0.0020
