5.7486,-0.3751,5.1630,3.0000,-4.2872,-3.9682,6.0388,0.7348,1.1943,1.1492
5.1319,-0.0117,6.5952,3.0000,-6.2720,-5.7097,6.9185,1.1079,1.0090,1.3975
4.4343,0.5079,7.8744,3.0000,-7.9709,-0.1067,7.7779,1.3763,1.0778,1.3990
1.8051,-0.2595,5.3744,3.0000,-7.4037,-0.5810,3.3452,0.8223,1.0314,1.2967
1.0762,0.1328,2.2063,3.0000,-2.7720,1.3226,1.6407,0.6974,0.7055,0.6484
7.2753,0.7156,6.7570,3.0000,-6.6690,-2.5591,6.8449,1.1173,1.1563,1.3100
7.6211,-0.3746,4.5970,3.0000,-1.7859,-1.7372,7.4082,1.0752,1.0993,0.7497
7.7690,0.7664,5.7771,3.0000,-4.1760,-0.5415,7.3782,1.1358,1.2427,0.9184
7.5049,0.0667,3.4215,3.0000,-4.0532,2.0233,2.7898,0.8889,0.9348,0.7171
1.3487,-0.0869,5.1784,3.0000,-5.0140,-0.1102,5.3427,1.0519,1.0622,1.0304
