3.2808,-0.1988,2.9967,3.0000,-4.3776,0.7573,1.6158,0.6470,0.8175,0.9061
7.4643,-0.4595,3.5978,3.0000,-3.1647,-0.6190,4.0309,0.7000,1.1078,0.7571
6.1813,0.6386,6.7003,3.0000,-4.8377,-1.8112,8.5628,1.3320,1.1086,1.1235
7.3187,-0.7591,2.7095,3.0000,-2.0324,0.1417,3.3867,0.8986,0.6721,0.6824
7.4345,0.7413,7.4324,3.0000,-3.1346,-2.2145,11.7302,1.3611,1.4161,0.9347
4.6714,0.5645,7.8777,3.0000,-9.4108,2.5821,6.3446,1.2428,1.4102,1.2173
5.4368,-0.9584,3.7041,3.0000,-4.4279,0.8461,2.9804,0.8334,0.9392,0.8840
3.3499,0.3165,2.6282,3.0000,-2.5916,0.9457,2.6647,0.8346,0.6808,0.7162
1.4934,0.8084,2.3172,3.0000,-2.4532,1.0193,2.1812,0.7434,0.7516,0.5980
1.5791,-0.3726,4.6264,3.0000,-4.5519,-0.3349,4.7008,0.9802,0.9920,1.0002
6.1997,-0.4068,4.4993,3.0000,-4.2634,-2.7271,4.7352,0.8801,0.9400,1.0983
7.3546,-0.2395,7.1701,3.0000,-5.9813,-3.7146,8.3589,1.3119,1.0564,1.3143
6.3311,0.5716,3.3038,3.0000,-3.2196,-0.2963,3.3881,0.8912,0.7139,0.8941
3.7172,0.5106,2.1289,3.0000,-2.6270,0.0501,1.6307,0.5629,0.7381,0.7026
6.6053,-0.5573,4.6826,3.0000,-6.1092,0.2092,3.2561,0.8094,1.0826,1.0742
7.9278,-0.4341,6.5108,3.0000,-8.1418,1.0751,4.8797,1.0294,1.2998,1.1814
4.2685,0.5762,5.5557,3.0000,-7.6136,2.8156,3.4978,1.0203,1.0859,1.1475
2.7166,0.2664,4.6019,3.0000,-5.4243,0.0601,3.7795,0.8021,1.1769,0.9493
5.6801,-0.5085,5.7475,3.0000,-4.7632,-0.2944,6.7317,1.1848,1.0996,1.0228
7.1894,-0.1149,6.8021,3.0000,-5.7481,2.0700,7.8560,1.4083,1.1028,1.0634
7.6125,-0.3518,3.3070,3.0000,-4.0535,0.4952,2.5605,0.6948,1.0315,0.7474
3.9338,-0.5525,7.6424,3.0000,-7.0510,-1.6891,8.2337,1.1611,1.4002,1.2477
7.0185,-0.6889,5.8654,3.0000,-4.3009,0.0018,7.4299,1.3427,0.9422,1.0215
4.7397,-0.6071,2.1069,3.0000,-2.3491,0.5872,1.8647,0.6567,0.7317,0.6121
3.2711,0.4381,2.4929,3.0000,-3.0100,-0.7881,1.9758,0.5328,0.7890,0.8251
6.5438,0.1471,4.6530,3.0000,-3.5041,-1.4978,5.8019,1.1671,0.7861,0.9910
6.6657,-0.0189,4.8155,3.0000,-6.3270,2.7198,3.3040,1.0020,0.8857,1.1300
6.0803,0.0235,2.2249,3.0000,-3.3547,0.7273,1.0952,0.5548,0.7022,0.7845
1.9759,-0.6333,7.2117,3.0000,-9.3255,1.4506,5.0979,1.0555,1.4183,1.2106
1.8411,0.4657,3.6569,3.0000,-4.2872,0.9413,3.0265,0.8461,0.9316,0.8627
2.8573,-0.5876,4.6200,3.0000,-5.7167,-2.8653,3.5233,0.8196,0.8066,1.2724
2.0995,-0.4960,7.0425,3.0000,-5.0727,-0.7627,9.0122,1.4085,1.1292,1.1066
1.3507,0.4131,3.8379,3.0000,-3.0018,-1.3044,4.6740,0.8616,0.9783,0.8625
7.2892,-0.4110,6.8091,3.0000,-8.8806,-0.9043,4.7376,1.0336,1.0302,1.4850
6.2983,0.3109,7.1469,3.0000,-5.7198,0.0052,8.5739,1.3749,1.1830,1.1226
5.8231,0.4589,2.3469,3.0000,-2.5134,0.4876,2.1803,0.6889,0.7801,0.6410
1.0554,0.1045,5.2401,3.0000,-6.5665,1.2695,3.9136,0.9376,1.2055,1.0018
5.5480,0.6064,6.9153,3.0000,-6.5806,-5.6745,7.2500,1.0367,1.1487,1.4171
5.5481,0.8824,6.3992,3.0000,-8.2213,4.0787,4.5772,1.1811,1.2606,1.0439
5.9267,-0.9069,3.8717,3.0000,-2.4830,0.3879,5.2603,1.1448,0.7605,0.7589
3.0733,-0.7215,3.2545,3.0000,-3.6127,-1.3489,2.8963,0.7824,0.6892,0.9923
5.9112,0.8373,6.2634,3.0000,-5.1464,-4.8678,7.3803,1.1414,1.0345,1.2706
1.2696,-0.9025,3.7832,3.0000,-4.0131,-0.8675,3.5533,0.8244,0.8790,0.9779
7.3453,0.9948,6.4307,3.0000,-4.0990,-0.3827,8.7624,1.3456,1.1732,0.9524
4.4765,0.7943,5.3202,3.0000,-3.9770,-0.7666,6.6633,1.1746,1.0304,0.9724
6.4419,-0.2515,5.4937,3.0000,-6.5380,2.4049,4.4494,1.0805,1.1564,0.9964
2.4870,0.5055,3.8935,3.0000,-4.8986,1.2676,2.8885,0.8018,1.1527,0.7122
5.7139,-0.0456,3.9826,3.0000,-3.9911,-1.0422,3.9740,0.8487,0.9299,0.9748
3.0798,-0.6603,4.2685,3.0000,-3.3188,-1.0273,5.2182,1.1087,0.7682,0.9476
2.2476,-0.6119,7.2994,3.0000,-10.2692,3.5601,4.3295,1.1476,1.0767,1.4733
4.3796,-0.2706,6.6855,3.0000,-6.9911,-0.1610,6.3799,0.9576,1.5090,1.0306
